brand,tweet_id,customer_text,brand_reply,heuristic,hand_label,label_rationale,confidence
AmazonHelp,678274,special thanks to @115821 prime for charging me my $100 membership fee after i cancelled it. i literally cancelled to put that money towards the airfare i bought earlier and you charged it anyway. fuckin lovely,"@281818 I'm sorry to hear that, you can manage your Prime membership, cancel it and set the auto-renew to off here: https://t.co/ZBWUMs7XRZ ^MA",substantive,substantive,Concrete instructions: manage/cancel membership via link,high
AmazonHelp,1435715,"#amazon chiude gli account a pene di canide, trattenendo ovviamente i fondi derivanti dalla vendita. Mi sentiranno, se mi sentiranno.",@453316 Hai già contattato il supporto venditori per segnalare l'accaduto? ^FS,deflection,deflection,Diagnostic question,high
AppleSupport,1228031,"@AppleSupport I believe someone got into my account, i changed my password, but I would like to change my security answers",@408101 We certainly understand your concern with your account. Please contact our account specialists here:  https://t.co/UJm15vmMM2,unclear,deflection,Channel switch to account specialists link,high
AppleSupport,48031,@AppleSupport iPhone 7 has been stuck on an update loop for 12 hrs with recent upgrade..can't get out of it or access via iTunes. Pls help.,@126740 We want to help. Let's put your phone in recovery mode and restore.  Here's how:  https://t.co/iYLZzFD8qZ,substantive,substantive,Names specific technique: recovery mode and restore,high
Ask_Spectrum,2049206,Hey @Ask_Spectrum why is your coverage of the Kings/Ducks hockey game coming in so terrible??? FIX IT!,@606026 Good evening! I would really like to help with your Cable TV  services. When you can plz DM your phone number and address to chat? ^DT,substantive,deflection,DM phone/address to chat,high
Uber_Support,1553334,@Uber_Support my email was hacked.  How do I Change my email attached to my account.,"@480575 Happy to help! For more information on updating your account, please head to https://t.co/ACn231JrCC.",unclear,deflection,"Link-only, no inline content",medium
Uber_Support,431674,"@217175 We understand Abhijit, it seems in this case the trip was started as the wrong passenger was picked up. We're sorry for the mix up.","@217175 As previously stated, we've refunded the trip and we'll be following up with the driver to understand what happened and avoid recurrence.",unclear,substantive,States concrete action already taken: refund issued,high
Ask_Spectrum,1972072,@Ask_Spectrum what’s up guys? Why don’t we have internet at  1145pm? Lost service halfway through the last ep of stranger things. Not cool.,"@584127 Hello, Rian. I'm sorry your services went down. Please send me a DM with your account name and phone or account n... https://t.co/7AzvcBDU0s",deflection,deflection,DM account name/phone/account number requested,high
Uber_Support,2603255,How do I get a free @115873 or @115879 ride?,@736679 Here to help! Check out https://t.co/FQNTfKa7k0 for more information.,substantive,deflection,"Link-only, no inline content",medium
AmazonHelp,1519012,Bei @116316 scheinen sie am Montag ein Paket gleich selber verloren zu haben. Laut Tracking ist es bisher nicht bei DHL angekommen… https://t.co/d3h0ndYcRj,"@472330 Hi, stehst du diesbezüglich mit unserem Kundenservice in Kontakt? Gruß ^MI",unclear,deflection,Diagnostic question,high
AmazonHelp,2263009,@AmazonHelp The always reliable USPS.,@658816 Thanks for the update! Have you tried these steps to locate your shipment: https://t.co/zuwi30WV1Y? ^SH,substantive,deflection,Link only despite 'steps' wording,medium
Ask_Spectrum,2008792,"DO NOT @115955. Internet is down AGAIN. Daily occurrence. And yes, @1625 has been called, they come out they do nothing.","@374008 My apologies for the internet issues you are seeing there. I am here to help, if you can DM your account number, ... https://t.co/CeVgphVbqk",substantive,deflection,"DM account number requested, truncated",high
Uber_Support,2451369,"@Uber_Support 
Friend had a stroke and can no longer drive.  friends want to setup account that we can donate to for his use. Need help .",@702464 Hi there! Please reach out to https://t.co/zUe0dj6yoX and fill out the 4 boxes at the bottom so we can get in touch.,deflection,deflection,"Link-only with navigation steps, no direct answer",medium
SpotifyCares,1039423,get these soundcloud rappers with the shitty dreads and tats out of my daily mix @115888,"@123232 Hey there! Daily Mix is based on your music taste, so we’d love to know how it’s doing. Tap ❤️ or 🚫 to improve your mix /JX",substantive,substantive,Names concrete action: use heart/block controls,high
Uber_Support,1254225,@Uber_Support my ubereats order was duplicated and now i have two of the same order and ive been charged twice,"@414197 Here to help! Send us a note here, https://t.co/LxUyK8EbL9, and our team will follow up.",deflection,deflection,Link-only channel switch,high
AppleSupport,2696153,Damn bruh my phone updated and it’s not working at all anymore. @115858 this shit like a month old my guy,"@356532 We'd like to help. Which iOS version are you using? Also, when you say it's not working, could you give us a few more details?",unclear,deflection,"Diagnostic question: iOS version, details",high
TMobileHelp,2653424,"@115913 @115911 I am very displeased and upset with the service that i am receiving in the western NY/Pennsylvania area.  I was a Verizon customer before I came to T-Mobile.  I was promised many things which I now find to be lies.  I was told to ""hold on"" things will get better.","@748276 @115913 Hey, Chad! We want to make sure you're getting the best possible service. Please DM me, so my team can look into this and address your concerns. https://t.co/ZxXpYRedaq *NicholasTomchik",substantive,deflection,"DM me, no step",high
Uber_Support,2784803,I’m starving and @115877 acting dumb af,@777550 Here to help! Please send us a DM with your email address with details so we can follow up.,deflection,deflection,DM email and details requested,high
AmazonHelp,246455,"@AmazonHelp No update from your team, worst service",@174534 Please look for the email from Social Media Specialist. You may check here: https://t.co/8DAc10S7ww. ^HA,substantive,deflection,"Refers to email, link only",high
Uber_Support,2253916,I need a 🥛Artic circle on uber eats?,@656552 You can see our hours and delivery area at https://t.co/P4mEOOIdr4,substantive,deflection,"Link-only, no inline answer",medium
Uber_Support,1593467,@115873 Your GPS system and App need improvement. Gives the drivers crazy directions and they end up taking you on a long ride and you get charged for it!!!! Got charged $2 extra for Ubers problem..,@489733 We'll be happy to take a closer look. Send us a note via https://t.co/y4EDPcVZOI so our team can connect.,deflection,deflection,Link-only channel switch,high
Ask_Spectrum,2118230,@Ask_Spectrum Reporting yet ANOTHER internet outage in Kyle TX (78640) Moved here on Thursday and it's the FIFTH time we've lost service. Dissatisfied. What is going on?,"@520577 I'm sorry to hear about the service issue, I can certainly take a look. Please Follow/DM the account information ... https://t.co/gvATdKwjux",deflection,deflection,Follow/DM account info requested,high
SpotifyCares,1493529,"Dear @115888 where's the album ""When Angels And Serpents Dance"" of @61699? Or is it just unavailable for Brazil?","@466819 Hey Helen! We’d love to have all of their stuff available, but we have some info about content here: https://t.co/MEjmIRL2eB /RV",unclear,deflection,"Vague link reference, no direct answer",medium
Ask_Spectrum,15090,@Ask_Spectrum can’t watch World Series on Motorola box fix it #Spectrum,@119285 I apologize for the issues you are having with the cable equipment. What message is on the screen when you attemp... https://t.co/mtpz2oQyPM,unclear,deflection,Diagnostic question about screen message,high
SpotifyCares,2317241,@115888 how do I turn off the autolaunch? Every time I get in my car your app takes over! I don't pay to get frustrated!!! I will cancel my family subscription if this isn't resolved.,@671846 Hi! Driving Mode will auto launch once the app detects your car's Bluetooth connection. Can you try disabling this to see if it helps? /DR,substantive,substantive,Names concrete cause and fix: disable auto-launch trigger,high
TMobileHelp,1844852,@TMobileHelp can someone help me through DM please?,"@552674 Hey, there! Thank you so much for hitting us up. I am here for you :) please shoot me a DM and I'll take great care of you today. https://t.co/oNgSAZYqFR *JawedK",deflection,deflection,"DM ask, no step (issue still unresolved as-is)",high
Ask_Spectrum,2162231,@Ask_Spectrum the internet’s out https://t.co/5CKNqocGnQ,@634905 I am sorry you are having issues with your internet. You can find helpful troubleshooting tips here ... https://t.co/5wl3bpwBnn,substantive,deflection,"Link-only tips, no inline content",medium
Ask_Spectrum,2053825,@115955 out again. Bot lady says fiber wire out in our area. Got chewed on by squirrels I guess.,"@607418 Apologies for the delayed response, if you are still experiencing issues, can you please DM the name, phone #, an... https://t.co/p9UriMkHvb",deflection,deflection,"DM name/phone requested, truncated",high
AmazonHelp,1259687,アマゾンで領収書の宛名大学にしたいときってアカウント名大学にしていいのか、、？,@415147 失礼いたします。領収書を印刷していただく場合、宛名欄が空欄になっているので、ご自身で宛名をご記入いただけます。　ヘルプページ⇒https://t.co/vccdc8b3PD　SM,deflection,substantive,Explains how to fill receipt name field,high
Ask_Spectrum,2764304,I shouldn't have to pay as much for @115955 only for it to drop every single night for hours at a time,"@740281 Hello, Charlie. I will be glad to check the services in your area. Please send me a DM with your account name and phone or account number. -STS",substantive,deflection,DM account name/phone/account number requested,high
Uber_Support,2054089,This bugger is talking non-stop on phone.Didn't stop even when I told him many times. @Uber_Support https://t.co/mijkzGpJ6G,"@171372 Hi, Maneesh. A member of our team has replied to your message via in-app support. From there you can respond with additional concerns.",substantive,deflection,"Refers to in-app reply, no inline step",high
Uber_Support,1209926,Just realized how bad Uber support is! Suddenly suspended my account for no reason,"@404019 Hey, our team has reached back out so please check your rider app under the 'Help' section or email to see our response.",substantive,deflection,"Refers to app/email channel, no inline step",high
TMobileHelp,2042700,"Come on, @115913 do we really have to add a line to get a deal on Pixel 2 on @115911? That wasn't required last year with Pixel 😕",@604049 @115913 This new offer would require a new line be added. You can still bring the new Pixel to our network unlocked without a new line. *DanKing,substantive,substantive,Direct factual answer: new-line requirement clarified,high
AppleSupport,260853,"@AppleSupport The battery does not withstand, please correct",@178104 We want to help with your battery. Look here for a few tips: https://t.co/bivpdfBNJ6  DM us if you're still having trouble. https://t.co/GDrqU22YpT,deflection,deflection,"Link-only tips, plus DM",medium
Ask_Spectrum,983548,"@Ask_Spectrum I did on Thursday, Friday, and Monday. They are not giving me the deal I want. Can you put me in contact with someone who Can? Thanks.","@353170 I can provide you the direct number in your area, please DM your full address. ^JH",deflection,deflection,"Provides number via DM only, no inline info",high
TMobileHelp,2481487,@115911 representatives each give completely different explanations!!  #ridiculous #TMobile #sucks #unlockmyphone,"@709041 Lori, DM us we can try things around and make it right! *RodnellaK",substantive,deflection,"DM us, no step",high
Uber_Support,1861479,Remember how my uber got pulled over by the cops last week? My uber today just got into a crash. Little bump but still. BOI. https://t.co/k4edvC0AFw,"@237163 @75142 @75143 @375297 We hope everybody is ok! We sent you a message, so please check in-app or your email inbox &amp; respond directly there for the best assistance.",substantive,deflection,"Refers to in-app/email channel, no inline step",high
Uber_Support,1269075,@Uber_Support Why is it not possible to contact a customer service rep directly through app or website?,"@417157 At this moment, we don't offer phone support for these issues. Visit this link https://t.co/balq3Eyso6 so our team can assist.",unclear,substantive,Explains policy fully addressing the raised complaint,high
Ask_Spectrum,705310,@Ask_Spectrum it would be great to receive more regular updates...it's been 3hrs since the last one.  Is it too much to ask for an estimated time of repair? I mean another tweet...your bar has been set super low.,"@288602 I'm sorry to hear about the service issue, I can certainly take a look. Please Follow/DM the account information including the full address and phone number. ^CL",deflection,deflection,Follow/DM account info requested,high
SpotifyCares,2637122,@SpotifyCares Iʻm having issues with my credit card payment and service - can someone contact me to help?,@128762 Hi Zeke! Help's here. Are you getting any specific errors? Can you DM us your account's username or email address? We'll check things backstage /CP https://t.co/ldFdZRiNAt,substantive,deflection,Diagnostic question + DM requested,high
AppleSupport,316113,@115858 needs to fix this emoji glitch!,@191475 Thanks for reaching out to us. We are always happy to help. Can you tell us what's going on with your emojis?,unclear,deflection,Diagnostic question about emojis,high
AmazonHelp,294813,@AmazonHelp yes plz assist,@186217 Sorry for the trouble you've had. Kindly reply to the email you've received from our team for further assistance on this. ^MM,unclear,deflection,Refers to email reply,high
Ask_Spectrum,2625048,@115955 @16840 I would love to.....if my internet and cable hadn't been out for the past 2+hours with no eta for resolve.,@737672 I apologize for the service interruption we still do not have a eta at this time. We appreciate your patience. ^MG,unclear,deflection,"No ETA, just apology, no action",high
Ask_Spectrum,651191,@274874 @274875 @115955 @12745 Sadly most places are stuck in similar situations to many of these companies refuse to go head to head in most markets,@274873 My apologies for any issues you're currently having. I'd be happy to help anyway we can. Please DM your service p... https://t.co/XsQOabWS77,deflection,deflection,"DM service info requested, truncated",high
AmazonHelp,1043685,@AmazonHelp @115821 @115850 I have not received any email from you. All I have received is an email asking for feedback of the resolution provided,@366798 You should've received a correspondence from us. Kindly check it here: https://t.co/8DAc10S7ww ^MA,substantive,deflection,"Refers to email, link only",high
TMobileHelp,383857,@TMobileHelp @115913 Matt great my number 8082201294 I'm at the dentist.the page link requires app token no connection,"@206916 @115913 We recommend deleting your number from public tweets Brad, please reply to our DM so we can assist you further. *MattLegleiter",deflection,deflection,"Privacy tip plus DM ask, core issue deferred",high
AmazonHelp,2176278,@AmazonHelp Can I DM you It's too much to put in a tweet,@637970 You can definitely DM us! Just let us know what we can do to help! ^FR,substantive,deflection,Confirms DM channel switch,high
AmazonHelp,1216220,@AmazonHelp Schade 🙁 danke trotzdem!,@405387 Hab noch einen schönen Abend! ^DS,deflection,unclear,"Closing pleasantry, no action",high
TMobileHelp,1283790,Now T-Mobile is ignoring me and not fixing the issue @115913 @TMobileHelp,@420308 @115913 I can assure you that we're here to work with you until we come to a suitable solution. I sent a DM and will meet you there. *CharlesOpacki,deflection,deflection,"Sent DM, no step",high
Ask_Spectrum,2009308,@Ask_Spectrum Been over an hour still awaiting a response 😒,"@542920 My apologies for the internet issues you are seeing. I would be happy to look into that for you here, and help an... https://t.co/9cbKs20LIx",unclear,deflection,"Vague look-into-it, truncated",high
SpotifyCares,667164,"@117153 Can I tweet at this account in Spanish?
Because I need help",@278992 Hey! We've sent you a DM. We'll carry on chatting there /LO,deflection,deflection,"Sent DM, continue there",high
Ask_Spectrum,2528728,"@Ask_Spectrum where my internet at, yo? It's kinda tough to work without it.",@182210 My apologies for any issues you're currently having. I'd be happy to help anyway we can. Please DM your service phone number or account number so we can access your account. ^RR,deflection,deflection,DM service phone/account number requested,high
AppleSupport,1646731,@503153 I’m hoping @115858 will hear my complaints too and fixed it 😉🙃,@503152 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,substantive,deflection,"Workaround behind link only, no inline text",medium
AmazonHelp,1617279,@115833 Echo wakes even if u call 'exa' or 'lexa',"@145394 Have you reported this to our support team? If no, please contact us here: https://t.co/vlvfJr4nN9 so we can assist you.^PJ",deflection,deflection,"Channel switch, contact us",high
Uber_Support,2954551,@Uber_Support Done - thank you!,@815680 Happy to take a closer look! Send us a DM with your email address so we can follow up.,deflection,deflection,DM email address requested,high
Ask_Spectrum,1592193,@Ask_Spectrum Our TV is out for the 3rd time in as many weeks... What gives? #NotImpressed,@489422 I apologize for any issues please DM us your account number or phone number so we can assist you. ^TZ,deflection,deflection,DM account number or phone number requested,high
TMobileHelp,771059,"Way to go @TMobileHelp linking my request with mom's incoming support ticket &amp; calling me ""the greatest daughter ever"" Y'all are too much &lt;3",@304154 My pleasure! Thanks for being the reason we call ourselves the #UnCarrier! #MagentaFamily *DannyHarvey,unclear,unclear,"Closing pleasant remark, no action",high
Ask_Spectrum,1917529,"Friendly reminder that your @115955 internet is most likely down bc of the @226877, bc spectrum doesn’t care abt their techs",@571090 Hello. I apologize for the service issue and I would like to check on this for you. Please send the phone number ... https://t.co/RNIkVpyWbU,substantive,deflection,"Send phone number via link, no inline step",high
SpotifyCares,2920616,@SpotifyCares I’m unsubscribing and going back to Apple Music.,@808323 We're sad to hear about that. Let us know if there's anything we can do to change your mind /PL,unclear,unclear,"Retention plea, no action offered",high
Ask_Spectrum,2360076,@Ask_Spectrum every week or recently almost everyday there is a service interruption. I work from home and can not lose internet everyday! https://t.co/u53zHQJ4bq,@180648 I apologize for any inconvenience if there is an interruption in your area. If you continue to have any issues af... https://t.co/rbNnoV5U2k,unclear,deflection,"Conditional apology, truncated, no concrete action",high
TMobileHelp,1259204,@130643 Sorry. I’m with @115911 🤷🏻‍♂️,@415038 We got you Leo! Let's take a closer look into what's happening with your device. Send us a DM! *RickK,deflection,deflection,"Send DM, no step",high
AppleSupport,338610,@AppleSupport iPhone7-phone rings thru speakers when earbuds plugged in Lightning port. How do I set to ring in earb instead of speaker?,@196832 Let's see what we can find! What setting do you have for Settings &gt; General &gt; Accessibility &gt; Call Audio Routing?,substantive,deflection,Diagnostic question about accessibility setting,high
SpotifyCares,1175726,"@SpotifyCares y’all should update the roku app, it’s so behind","@201706 Hey Pamela, we hear you 🎧 Rest assured, your feedback will be passed on to the right folks /TR",unclear,deflection,"Vague feedback acknowledgement, no concrete action",high
Uber_Support,1096140,@115873 My name on my account is incorrect and I am not able to fix it. How can this be fixed?,"@378657 For more info about updating your account settings, click here; https://t.co/ACn231rQL4",substantive,deflection,"Link-only, no inline content",medium
Uber_Support,2750543,"@Uber_Support Yeah, but that site asks for a phone number. Will it work if I use a friends phone number? (I have access to the friends phone)",@770062 Hi Lucas! Please send us a DM with your email address with details so we can follow up.,deflection,deflection,"DM email address requested, non-responsive",high
AppleSupport,1647332,@115858 someone PLZ EXPLAIN WHY MY LETTER I KEEPS TURNING OUT LIKE A WEIRD BOX WHEN I️ TYPE IT AND NOT THE LETTER “i” SUPER ANNOYING.,@503291 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,substantive,deflection,"Workaround behind link only, no inline text",medium
AmazonHelp,403536,@AmazonHelp Thank you! I’m watching on my FireTV stick,@211508 Thanks for the info! Have you tried any troubleshooting? You can find steps here: https://t.co/oqGRU2GbBJ Let us know! ^KH,substantive,deflection,"Link to steps, no inline summary",high
TMobileHelp,1280176,"@TMobileHelp By the way, can Apple handle JUMP orders or no?",@129432 I'd love to go over any questions that you have. Follow this link. https://t.co/PTcXoerhEH *FeliciaPorter,unclear,deflection,"Link-only, no inline info",medium
AppleSupport,2056711,@AppleSupport Hi can you respond please thanks Apple!,"@121068 We'd like to see if we can help. Send us a DM with more details of what's happening, please. We'll respond from there. https://t.co/GDrqU22YpT",deflection,deflection,"DM ask, no step",high
Uber_Support,170427,@115873 another $5 trip used under my account and you guys still have yet to do anything about the $22 trip used yesterday. STOP CHARGING MY CHECKING ACCOUNT! I have already alerted you that I did not use your app and your still allowing this to happen.,"@149338 Hi, Melissa. We assure you that we take these matters very seriously. A member of our team is reviewing your support inquiry and we will be following up as soon as possible. We appreciate your continued patience and understanding.",unclear,deflection,"Vague team-reviewing note, no concrete action",high
AmazonHelp,2300541,"@AmazonHelp it says,,,,,, I pay 79 quid for next day delivery on prime???

So I buy two prime products

And you don't deliver for 3 days

Ordered on Friday,, buggered up my Monday

That was ,79 quid down the drain wasent it????

If it's advertised as Prime,,,,, why isn't it??????","@426862 I'm sorry for any frustration we have caused you on a Monday! To confirm, was your parcel delivered today? Dispatch estimates can be a bit delayed when taking weekend shipments into account. You can read about delivery calculation here: https://t.co/XnLWejVYtg ^MJ",substantive,substantive,Explains weekend dispatch delay inline,medium
AmazonHelp,179332,@AmazonHelp Your helpline number directs one to use the website for return and refund.. website amazingly confusing...,@158261 We've responded to your query here: https://t.co/3OXmIK0Mgw ^AK,deflection,deflection,Link only,high
AppleSupport,2518286,My phone is not allowing me to receive or make calls! 😤😤 @AppleSupport @115858,"@323726 We know it's important to be able to make and receive calls to stay in touch with friends and family. We're happy to help. To start, check out these steps: https://t.co/U53YusKX3z DM us if the issue persists, and we'll go from there. https://t.co/GDrqU22YpT",substantive,deflection,"Link-only steps, plus DM",medium
AmazonHelp,2757418,"@115850  why the hell I need to  pay for delivery when my order qualify free delivery
This how u treat ur loyal customer, hah ! https://t.co/YMzeYxvYqb","@771686 I request you to check your cart for any Seller fulfilled order as the delivery charges are applied for seller-fulfilled orders. Please don't provide your order details, we consider it to be personal information. Our page is visible to the public. ^JS",substantive,substantive,Explains seller-fulfilled fee policy inline,high
TMobileHelp,410769,@TMobileHelp Already repeated SEVERAL TIMES what the problem is - #ReadTheThread - virtue signaling isn't actually resolving. @115913 should wake up.,"@181112 @115913 our offer to help is sincere, please reach out when you are ready! &lt;3 *GraceFranco",unclear,deflection,"Vague reach-out request, no public resolution",high
SpotifyCares,810425,Why does @115888 keep deleting my downloaded songs?!! 😡😡😡,@313093 Hey there! Is this happening with your downloaded playlists or all songs synced offline? Let us know /TF,unclear,deflection,Diagnostic question about scope of issue,high
AppleSupport,2410178,"@AppleSupport just don't know why, the numbers of plays and last played time don't update. I've reinstall iTunes and the problem remains. Does anyone know how to solve this? or which document was broken and cause the problem https://t.co/Y7mtjqMGhX","@692963 We can certainly understand why you'd be concerned, and we want to help you figure out what's going on.  Can you tell us what type of computer you are running?",unclear,deflection,Diagnostic question about computer type,high
Ask_Spectrum,1894864,@Ask_Spectrum my bill goes up without any notice and still have crappy service! Time for a change! 83 bucks for internet and phone! Wow,@416931 I do apologize for the inconvenience and I will be happy to help. Can you DM me your account number? -JP,deflection,deflection,DM account number requested,high
AmazonHelp,1019612,@AmazonHelp The last tracking scan was a departure scan at 1:56PM on the 12th. It hasn't been updated since.,@314336 Who was the listed carrier for this order? You can find this information through the link BH provided. ^WM,substantive,deflection,Diagnostic question via link,high
SpotifyCares,1105791,@SpotifyCares what is going on with your app?  It logged me out and no matter what I click nothing works. Won’t take me to log in screen https://t.co/Zgl5D6yEHY,@380956 Hey Darren! We've already replied to your DM. Check your inbox to find our response 🙂 /CH,substantive,deflection,"Replied to DM, check inbox",high
Ask_Spectrum,1182287,"@115955 if you drop those channels, then IM LEAVING and getting @117830","@398031 We ask for your patience as we work to resolve this issue on your behalf. For more information, please visit https://t.co/ce7VYPC322. -MS",unclear,deflection,"Generic patience request + link, no inline content",medium
Ask_Spectrum,1659897,"@Ask_Spectrum Yes, what channel is it supposed to be on?","@506391 Channel numbers can vary from region to region. I can check for your area, can you please DM the account address for me to look? ^RT",substantive,deflection,Explains regional variance briefly but requires DM to resolve,medium
TMobileHelp,1282543,Returned my #iphone6 to @115911 and have @115817 confirmation it was delivered. Now I'm fighting with #TMobile over whether or not they got it,"@420038 Brent, we're happy to check into this with you here. Please DM us. *GiselleM",substantive,deflection,"DM us, no step",high
TMobileHelp,1124701,@385197 @115911 Me too but 90022,@385196 Let's get to the bottom of this! Send us a DM and we'll check it out. *RickK,substantive,deflection,"Send DM, no step",high
Uber_Support,576160,Honestly why isn't any of the boba tea places in Cabra on @115877 yet?? Imagine the profit you'll make from us,@255575 We're working hard to expand our service area! Stay tuned to our website for updates: https://t.co/3A9YFZQFaF,unclear,deflection,"Vague expansion status, no concrete answer",high
Ask_Spectrum,2129089,Shoutout to @115955 @5709  for having a awesom tech support dude to help me cope with losing internet during CoD time last night . #CoD #CharterSpectrum #coolesttechever,@626745 Thank you for providing feedback. We appreciate it. If there is anything we can assist you with we are here. ^SS,unclear,unclear,"Thanks for feedback, message was praise not a complaint",high
Ask_Spectrum,1241965,Yo @115955 I'm paying for 60 Mb/s not 0.06 (sent via @ATT because your shit wifi was too slow to send this) #SpectrumIsNaziGermany https://t.co/MIW4ckmrWM,@411335 I do apologize for the inconvenience and I will be happy to help. Can you DM me your account number? -JP,deflection,deflection,DM account number requested,high
AppleSupport,1291179,"sooo annoyed. Bought @118062’s album on iTunes, but when I play it on the Music app, it refuses to play in order! @AppleSupport — help! 🤬🤬🤬","@408501 Let's take a look at this together. Do you happen to have shuffle enabled? To check, open the Now Playing screen and scroll down.",substantive,deflection,Diagnostic question about shuffle setting,high
TMobileHelp,897343,@333094 @115911 You in Huffman? Might be a tower down or something here,@333095 Hey there! If you need anything feel free to send us a DM! *MelindaR,deflection,deflection,"Send DM, no step",high
TMobileHelp,1647885,@115913 @115911 so what's your big offer that might get me to switch my carrier ?  Got to be good#deal,"@503453 @115913 How about a Gear VR, Occulus content, memory card and AKG headphones when you order a Galaxy S8? :D *MelJividan",unclear,substantive,Direct factual promo details given inline,high
AppleSupport,2548177,"@AppleSupport Check your dm, thanks 😘",@724114 We got your DMs and will continue with you there.,deflection,deflection,Confirms DM channel switch,high
SpotifyCares,95808,@SpotifyCares Aight no doubt thanks,@136858 You're welcome! Let us know if you ever need us again. We'd be... https://t.co/LgAM6ky9Vv /RB,unclear,unclear,"Closing acknowledgement, no action",high
AmazonHelp,545810,@AmazonHelp Orders were refunded today.  Thanks for doing that.  I greatly appreciate it.,@246893 So glad we could help! ^BL,deflection,unclear,"Closing acknowledgement after resolution, no action",high
Uber_Support,2120387,@115873 @21167.@Uber_Support As much I am amazed that you don’t have the technology to find my account w/my name ... I will comply. https://t.co/nszOs0zrM0,"@533820 We want to help, Nury! You can DM us the email linked to your Uber account directly from the link provided. https://t.co/sd7yH5jmbJ",substantive,deflection,DM email address requested,high
AmazonHelp,2199157,"@115833 Unplugged, replugged. Power light but no light ring. Can turn mic on/ off but no other signs of life!! 😩 full size echo 2-3 yrs",@643217 I'm sorry to hear this! Have you had a chance to troubleshoot with us in real-time here: https://t.co/EKXRLsnxJu? ^GR,unclear,deflection,"Channel switch, link",high
Ask_Spectrum,1531576,"So yeah, manually killing my lease and requesting a new one restored my internet speeds. https://t.co/rrrwSADxtB","@309742 Hello, Lee, I'm sorry for the delayed response. If you still need assistance, please send me a DM. -STS",deflection,unclear,"Customer self-resolved, closing non-action reply",high
AmazonHelp,563927,@AmazonHelp I bough a pair of headphones about a month ago and now the music isn't playing out of one of the buds. I bought the warrantee. Can I get my money back,"@169302 Thanks for reaching out, Joey! Who was the warranty purchased through? For example, Square Trade or Asurion? Please check here: https://t.co/Y5jpI9gRhE Let us know! ^FD",substantive,deflection,Diagnostic question via link,high
Uber_Support,2352450,"@Uber_Support I need some help to get my account back. Please reply me soon as possible, thank you",@679819 Here to help. Send us a note at https://t.co/WbmljlOtLY so our team can connect.,deflection,deflection,Link-only channel switch,high
TMobileHelp,2581115,@115911 I’d like to file a complaint for all of Hawaii’s T-Mobile users,"@731550 We're here to help Hailey, shoot us a DM so we can chat and find a way to turn your day around! *KyleVesely",deflection,deflection,"Shoot DM, no step",high
TMobileHelp,2850242,@115911 why am I not able to purchase the watch at the price listed on your site? Cust Svc &amp; Retention Dept says it's incorrect and cannot honor the price???? https://t.co/gTc4qFilUV,"@792552 I know you want to get the advertised price, and we can definitely help with that. Shoot us a DM, so we can make sure you get taken care of. *JPL",substantive,deflection,"Shoot DM, no step",high
SpotifyCares,1776735,"@SpotifyCares I try to shuffle in playlist and it really doesn't play randomly, plays the same artist almost continuously. Don't know what connect is","@533903 We'll take note of that. Can you let us know if you listen on your speakers or TV, using the Spotify app as a remote? /YM",unclear,deflection,Diagnostic question about listening setup,high
AmazonHelp,982015,Kind of terrible that @AmazonHelp doesn't let you transfer Prime when you move. Now useless with most of the year left. Why buy again?,"@352832 I'm sorry for the frustration. When you contacted us, what info were you provided? Was there a partial refund option? ^JF",unclear,deflection,Diagnostic question,high
SpotifyCares,2376225,@SpotifyCares I'm using an LG g6 running Android version 7.0. Spotify version 8.4.26. 770,@685394 2: disable the album artwork and widget on the lock screen. Let us know if that helps /LO,substantive,substantive,Names specific step: disable album artwork/widget,high
SpotifyCares,53139,@115888 your 'sub low' playlist is essential to getting things done and it hasn't been updated since September pls help,"@127974 Hey Dylan! Thanks for your feedback. We can't be sure of an exact timeframe, but we'll make sure to let the right folks know 🙂 /Q",substantive,deflection,"Vague no-timeframe promise, no concrete action",high
Ask_Spectrum,2162320,@Ask_Spectrum yo my internet is down what’s really good out here,@634927 Hi Erick! I would really like to help with your Internet services. When you can plz DM your phone number and address to chat? ^DT,substantive,deflection,DM phone/address to chat,high
AmazonHelp,2497681,"@AmazonHelp ありがとうございます😊
Amazon prime は大変便利なのでこのまま継続契約したいと思います😋
いつもお世話になっております🙏",@555178 継続してご利用いただけるとのことで嬉しいです♪ いろんな特典がございますので、ぜひご活用くださいませ！TN,deflection,unclear,"Closing acknowledgement, no action",high
SpotifyCares,420492,@SpotifyCares No just albums.,@215217 Thanks for the info. Could you send us your account's email address or username via DM? We'll take a look under the hood /AY https://t.co/ldFdZRiNAt,deflection,deflection,DM account email/username requested,high
SpotifyCares,2136522,@SpotifyCares I'm using an LG Stylo(Android). I made a playlist with Wake Me Up by Remy Ma &amp; Lil Kim and also tried to play Took Us a Break by Lil Kim and it's the same thing. Do I have to buy Premium to hear these songs?,"@628503 Got it. Are you getting any specific error messages when you're trying to play those tracks? If so, a screenshot of it would help /AR",unclear,deflection,Diagnostic: asks for error screenshot,high
